fiscal_year,base_year,sr_no,group_code,cmdty_code,description,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,fy_avg_index
2025-2026,2015-16,40,01,38,Tea,273.67,273.67,273.67,273.67,273.67,273.67,273.67,273.67,273.67,273.67,273.67,273.67,273.67
2025-2026,2015-16,41,01,39,Beverages,261.58,261.06,261.09,260.89,260.74,262,262.45,266.79,257.52,267.99,270.07,270.95,263.59
2025-2026,2015-16,42,02,00,"Alcoholic Beverages, Tobacco",419.92,420.23,420.57,420.73,422.93,423.08,423.06,425.08,426.28,426.88,427.73,434.78,424.27
2025-2026,2015-16,43,02,40,Cigarettes,411.55,411.55,411.79,411.78,411.75,411.88,411.76,414.06,414.97,415.56,415.9,422.91,413.79
2025-2026,2015-16,44,02,41,Pan prepared,463.64,465.58,466.38,467.46,481.31,481.53,482.03,482.61,485.35,486,489.47,496.75,479.01
2025-2026,2015-16,45,03,00,Clothing and footwear,254.87,255.32,255.85,256.5,258.42,259.13,259.76,260.8,262.74,264.87,280.55,283.12,262.66
2025-2026,2015-16,46,03,42,Cotton cloth,298.32,298.53,299.83,299.86,300.07,300.07,300.08,300.73,303.09,305.69,310.08,315.05,302.62
2025-2026,2015-16,47,03,43,Woolen cloth,243.09,243.55,243.92,244.87,253.81,254.35,257.78,258.39,260.04,264.21,265.04,267.09,254.68
2025-2026,2015-16,48,03,44,Readymade garments,221.16,222.92,223.24,223.65,224.08,224.78,226.35,226.61,228.64,230.64,232.21,233.31,226.47
2025-2026,2015-16,49,03,45,Woolen readymade garments,256.71,256.71,256.71,257.61,267.14,273.66,273.83,273.83,273.83,273.83,273.83,273.87,267.63
2025-2026,2015-16,50,03,46,Tailoring,237.68,237.76,238.22,240.93,242.64,243.85,244.02,248.99,254.08,256.23,261.15,265.69,247.6
2025-2026,2015-16,51,03,47,Hosiry,239.3,239.41,239.53,240.18,241.46,241.6,241.68,242.09,242.82,246.85,248.47,248.58,242.66
2025-2026,2015-16,52,03,48,Dopatta,205.16,205.28,205.48,206.21,206.28,206.53,206.61,206.93,208.81,210.99,211.74,219.74,208.31
2025-2026,2015-16,53,03,49,Cleaning and laundring,272.66,276.51,276.51,276.81,280.82,282.02,282.14,288.04,289.51,293.55,297.37,297.48,284.45
2025-2026,2015-16,54,03,50,Footware,247.53,247.53,247.57,247.6,247.72,247.72,247.61,247.61,247.65,248.03,320.07,320.1,259.73
2025-2026,2015-16,55,04,00,"Housing, water, Elec., Gas and other fuels",258.93,256.33,255.72,259.29,262.3,263.6,265.9,270.49,273.89,278.36,274.66,272.81,266.02
2025-2026,2015-16,56,04,51,House rent,172.97,172.97,172.97,175.49,175.49,175.49,178.39,178.39,178.39,180.88,180.88,180.88,176.93
2025-2026,2015-16,57,04,52,Construcion input items,268.15,268.48,269.9,269.81,269.51,270.45,270.47,270.88,273.08,278.63,280.79,283.4,272.8
2025-2026,2015-16,58,04,53,Construction wage rates,227.57,227.64,228.36,228.68,231.8,231.89,235.38,236.62,236.79,236.86,245.48,247.79,234.57
2025-2026,2015-16,59,04,54,Water supply,228.99,230.44,230.44,231.4,231.4,231.4,244.9,244.9,245.91,246.74,247.62,248.17,238.53
2025-2026,2015-16,60,04,55,Garbage collection,265.81,265.81,265.81,265.81,266.16,266.16,266.52,266.52,268.46,268.46,275.69,275.69,268.08
2025-2026,2015-16,61,04,56,Electricity charges,252.84,239.76,234.41,244.37,261.74,263.13,262.92,289.28,303.97,301.82,286.39,274.06,267.89
2025-2026,2015-16,62,04,57,Gas charges,1817.96,1817.96,1817.96,1817.96,1817.96,1817.96,1817.96,1817.96,1817.96,1817.96,1817.96,1817.96,1817.96
2025-2026,2015-16,63,04,58,Liquified Hydrocarbons,318.63,295.37,308.77,311.04,310.43,361.24,358.63,362.1,407.82,564.16,496.32,505.18,383.31
2025-2026,2015-16,64,04,59,Solid Fuel,224.94,225.46,226.86,228.56,233.62,240.06,242.09,246.24,247.07,249.04,250.74,250.66,238.78
2025-2026,2015-16,66,05,60,Furniture and furnishing,261.25,262.63,263.17,263.79,264.29,264.74,265.06,265.61,267.4,269.47,271.74,275.02,266.18
2025-2026,2015-16,67,05,61,Carpets,154.07,154.14,154.28,154.92,157,157.04,157.16,157.75,158.14,157.91,159.35,159.33,156.76
2025-2026,2015-16,68,05,62,Household textiles,210.16,210.31,212.08,212.86,214.05,214.73,215.43,215.67,215.92,216.5,217.08,216.76,214.3
2025-2026,2015-16,69,05,63,Household equipments,273.09,273.66,274.22,276.53,277.04,277.49,277.54,278.43,280.78,283.4,288.41,289.08,279.14
2025-2026,2015-16,70,05,64,Plastic products,233.54,233.56,233.65,233.69,233.93,233.93,234.53,234.65,236.8,238.8,245.08,246.44,236.55
2025-2026,2015-16,71,05,65,Major tools & equipments,250.42,251.27,251.7,252.17,252.56,253.31,257.67,258.12,266.4,269.92,278.56,283.18,260.44
2025-2026,2015-16,72,05,66,Washing soap/detergents/match box,319.51,322.82,323.9,325.05,325.12,323.36,322.97,323.42,325.27,326.86,334.37,340.91,326.13
2025-2026,2015-16,73,05,67,Household servant,205.08,205.26,206.41,207.79,208.87,210.89,211.16,211.55,212.67,213.55,214,215.67,210.24
2025-2026,2015-16,74,06,00,Health,276.72,278.71,280.61,282.04,285.7,286.29,287.22,288.28,289.27,290.64,292.4,294.3,286.02
2025-2026,2015-16,75,06,68,Drugs and medicines,298.04,298.59,301.47,303.89,308.39,309.08,310.36,311.17,311.69,311.93,312.94,313.39,307.58
2025-2026,2015-16,76,06,69,Therapeutic Appliances and Equipme,155.64,155.67,155.97,156.04,156.75,156.75,156.75,156.87,157.09,157.25,157.61,158.14,156.71
2025-2026,2015-16,77,06,70,Doctor (MBBS) clinic fee,347.69,351.91,353.04,353.99,357.17,357.82,358.25,362.01,365.39,365.7,371.76,377.23,360.16
2025-2026,2015-16,78,06,71,Dental services,229.35,230.24,231.05,233.79,234.7,236.28,236.61,236.82,238.75,239.09,240.43,242.43,235.8
2025-2026,2015-16,79,06,72,Medical tests,215.14,215.91,217.37,217.81,222.04,222.55,223.09,223.28,223.67,230.51,230.9,234.32,223.05
2025-2026,2015-16,80,06,73,Hospitals services,214.68,218.35,219.2,219.47,221.79,222.17,222.99,223,223.41,225.41,226.15,227.61,222.02
2025-2026,2015-16,81,07,00,Transport,315.95,312.8,311.84,314.95,315.13,315.14,310.77,303.91,340.79,398.87,420.75,390.16,337.59
2025-2026,2015-16,82,07,74,Motor vehicles,267.39,267.19,267.42,267.42,267.45,267.55,267.56,267.62,267.63,267.71,267.7,267.72,267.53
2025-2026,2015-16,83,07,75,Motor vehicle accessories,265.36,265.92,266.36,266.57,268.35,269.38,269.88,271.3,272.82,273.72,274.4,274.46,269.88
2025-2026,2015-16,84,07,76,Motor fuel,365.73,360.2,360.42,361.89,361.54,359.14,347.27,350.32,413.4,488.73,525.98,462.54,396.43
2025-2026,2015-16,85,07,77,Mechanical services,238.01,238.72,239.15,241.07,242.1,246.76,248.97,250.86,254.09,254.7,260.64,261.5,248.05
2025-2026,2015-16,86,07,78,Motor vehicle tax,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23
2025-2026,2015-16,87,07,79,Transport services,278.02,276.04,272.03,280.01,280.78,283.48,287.31,257.5,281.05,359.34,372.65,370.58,299.9
2025-2026,2015-16,88,08,00,Communication,138.62,138.68,138.78,138.97,139.02,139.07,139.1,139.11,139.25,139.47,139.76,139.81,139.14
2025-2026,2015-16,89,08,80,Postal services,221.59,221.59,224.6,238.31,243.55,243.55,245.15,245.15,250.41,269.29,295.92,298.48,249.8
2025-2026,2015-16,90,08,81,Communication apparatus,189.52,189.85,190.24,190.66,190.66,190.93,191.03,191.06,191.56,191.96,192.35,192.46,191.02
2025-2026,2015-16,91,08,82,Communication Services,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55
2025-2026,2015-16,92,09,00,Recreation and culture,250.53,251.61,250.7,248.77,248.81,249.17,249.18,249.21,249.7,249.8,250.24,252.1,249.99
2025-2026,2015-16,93,09,83,Recreation and culture,155.07,155.07,155.07,155.07,155.56,156.34,156.34,156.46,157.66,157.71,157.92,157.96,156.35
2025-2026,2015-16,94,09,84,Text books,306.66,306.66,303.56,297.49,297.49,297.49,297.49,297.49,297.49,297.49,297.49,298.07,299.57
2025-2026,2015-16,95,09,85,Newspapers,216.94,242.82,242.82,242.82,242.82,242.82,242.82,242.82,242.82,242.82,242.82,278.85,243.67
2025-2026,2015-16,96,09,86,stationery,328.43,328.45,329.89,331.92,331.18,331.52,331.59,331.5,331.73,332.11,333.94,334.55,331.4
2025-2026,2015-16,97,10,00,Education,212.7,216.13,216.28,216.38,216.38,218.2,218.2,218.23,221.05,227.74,229.64,229.95,220.07
2025-2026,2015-16,98,10,87,Education,212.7,216.13,216.28,216.38,216.38,218.2,218.2,218.23,221.05,227.74,229.64,229.95,220.07
2025-2026,2015-16,99,11,00,Restaurants and hotels,283.97,284.54,286.84,288.06,288.7,290.95,291.46,292.5,294.18,296.83,299.09,298.29,291.28
2025-2026,2015-16,100,11,88,Readymade food,290.75,291.51,294.01,295.32,296.13,297.44,297.74,299.06,300.65,303.87,306.49,309.04,298.5
2025-2026,2015-16,101,11,89,Marriage Hall Charges,270.21,270.21,272.07,273.01,273.21,278.57,279.8,280,281.71,282.73,284.01,272.53,276.51
2025-2026,2015-16,102,11,90,Accommodation Services,181.32,181.32,181.46,182,182,182,182,182.04,187.35,187.71,187.71,189.06,183.83
2025-2026,2015-16,103,12,00,Misc. goods and services,321,323.39,328.68,341.17,343.1,347.83,356.81,369.72,369.43,367.68,363.87,356.59,349.11
2025-2026,2015-16,104,12,91,Personal Grooming Services,272.28,272.28,272.47,273.18,273.44,273.6,274.41,274.58,276.33,278.53,280.62,281.23,275.25
2025-2026,2015-16,105,12,92,Electrical Appliances for Personal,190.69,190.81,190.99,191.11,191.56,191.75,191.91,192.09,196.81,197.16,199.01,199.12,193.58
2025-2026,2015-16,106,12,93,Appliances/Articles/Products for P,283.19,284.81,286.2,289.78,292.4,293.1,295.18,295.99,296.6,298.15,299.98,300.8,293.02
2025-2026,2015-16,107,12,94,Personal Effects n.e.c.,487.99,494.93,517.1,568.27,569.56,591.05,629.14,691.68,686.55,670.96,644.07,604.19,596.29
